elegans	brenneri	briggsae	remanei	japonica	common_name	common_name2	type	upstream_considered	intronic_considered	num_orthologs
WBGene00015270	WBGene00144710_WBGene00190141	WBGene00024397_WBGene00024453	WBGene00081998	WBGene00133786		C01B4.6	other	2049	383	4
WBGene00015271	WBGene00144439_WBGene00190090	WBGene00024396_WBGene00024452_WBGene00027345	WBGene00061136	WBGene00124454		C01B4.7	other	1533	3281	4
WBGene00015272	WBGene00156461_WBGene00161404	WBGene00024395	WBGene00061137	WBGene00119745		C01B4.8	other	2720	753	4
WBGene00015273	WBGene00161657_WBGene00142233	WBGene00024394	WBGene00061138	WBGene00130614	mct-2	C01B4.9	other	2726	8300	4
WBGene00015276	WBGene00191180	WBGene00024102	WBGene00053185	WBGene00121996		C01B7.5	neuronal	4419	384	4
WBGene00015277	WBGene00154774	WBGene00024099	WBGene00053183	WBGene00121631_WBGene00134184		C01B7.7	other	2000	84	4
WBGene00015278	WBGene00193270	WBGene00027852	WBGene00067065	WBGene00124555		C01B10.3	other	2338	583	4
WBGene00015279	WBGene00193489	WBGene00027829_WBGene00027849_WBGene00027851_WBGene00028131_WBGene00027848_WBGene00270573_WBGene00270584	WBGene00074370_WBGene00074369_WBGene00078586_WBGene00078575	WBGene00136902_WBGene00119455		C01B10.4	other	482	1553	4
WBGene00015280	WBGene00152522_WBGene00141661	WBGene00027844	WBGene00073877	WBGene00127696		C01B10.6	other	908	3427	4
WBGene00015281	WBGene00164328	WBGene00035374_WBGene00042993_WBGene00027845_WBGene00035373_WBGene00270555	WBGene00067069			C01B10.7	other	423	299	3
WBGene00015282	WBGene00156443_WBGene00146731	WBGene00027846	WBGene00067068	WBGene00206925		C01B10.8	other	105	957	4
WBGene00015283	WBGene00141069_WBGene00151279_WBGene00191178	WBGene00027847	WBGene00067067_WBGene00058185_WBGene00062501_WBGene00073635_WBGene00078360	WBGene00136610_WBGene00127433_WBGene00134580		C01B10.9	other	510	769	4
WBGene00015284	WBGene00193489	WBGene00027829_WBGene00027849_WBGene00027851_WBGene00028131_WBGene00027848_WBGene00270573_WBGene00270584	WBGene00074370_WBGene00074369_WBGene00078586_WBGene00078575	WBGene00136902_WBGene00119455		C01B10.10	other	446	1604	4
WBGene00015285		WBGene00029216	WBGene00071356	WBGene00135576	gmeb-1	C01B12.2	other	3536	1180	3
WBGene00015286	WBGene00193128	WBGene00029215	WBGene00071357	WBGene00134440_WBGene00210582_WBGene00217376	best-3	C01B12.3	neuronal	1139	1034	4
WBGene00015287	WBGene00193082	WBGene00029213	WBGene00071359	WBGene00131845	osta-1	C01B12.4	other	1946	1415	4
WBGene00015288	WBGene00163001	WBGene00029214	WBGene00071358	WBGene00122984	best-4	C01B12.5	neuronal	1158	665	4
WBGene00015291		WBGene00029188	WBGene00071361	WBGene00130326		C01B12.8	other	312	149	3
WBGene00015292	WBGene00159372	WBGene00034829	WBGene00077854	WBGene00137705		C01C4.2	other	2931	1351	4
WBGene00015293	WBGene00147867	WBGene00034828	WBGene00051930	WBGene00123275		C01C4.3	other	5934	4443	4
WBGene00015294	WBGene00152313	WBGene00036568	WBGene00051330	WBGene00125854		C01C10.2	other	1442	1246	4
WBGene00015295	WBGene00146178	WBGene00036569	WBGene00051329	WBGene00137679	acl-12	C01C10.3	other	15717	1674	4
WBGene00015296	WBGene00150280_WBGene00150014	WBGene00026468	WBGene00065571	WBGene00119736		C01F1.1	other	689	2102	4
WBGene00015297	WBGene00155611	WBGene00026469	WBGene00065572		sco-1	C01F1.2	other	651	122	3
WBGene00015298	WBGene00148713_WBGene00193552	WBGene00026470	WBGene00065573	WBGene00125803	phi-41	C01F1.3	other	6890	1885	4
WBGene00015299	WBGene00144695	WBGene00026466	WBGene00065576	WBGene00130101_WBGene00217959		C01F1.4	neuronal	17432	1911	4
WBGene00015300	WBGene00150724_WBGene00155002	WBGene00026472	WBGene00065575			C01F1.5	other	492	1113	3
WBGene00015301	WBGene00146536_WBGene00192002	WBGene00026471	WBGene00065574	WBGene00129558		C01F1.6	other	6930	4210	4
WBGene00015303	WBGene00146251_WBGene00193022_WBGene00190551	WBGene00026702	WBGene00066734	WBGene00135439	rga-6	C01F4.2	Touch.receptor	17080	13251	4
WBGene00015305	WBGene00149397_WBGene00139582	WBGene00039745	WBGene00056357	WBGene00132367_WBGene00136146		C01G5.3	other	557	268	4
WBGene00015306	WBGene00158122_WBGene00154778_WBGene00146143	WBGene00041088_WBGene00031901_WBGene00041045	WBGene00068895_WBGene00069236_WBGene00069235_WBGene00069233_WBGene00069232_WBGene00069231_WBGene00069119_WBGene00068355_WBGene00068356_WBGene00074561_WBGene00068897_WBGene00073248_WBGene00074829_WBGene00067740_WBGene00073915_WBGene00073916_WBGene00073917_WBGene00074524_WBGene00075817_WBGene00076070	WBGene00135166_WBGene00132829_WBGene00133021_WBGene00184675		C01G5.4	other	5318	462	4
WBGene00015307	WBGene00146568_WBGene00143980	WBGene00027876	WBGene00067046	WBGene00137678		C01G5.5	other	71	905	4
WBGene00015308	WBGene00148876_WBGene00157894	WBGene00027879_WBGene00027878_WBGene00027877_WBGene00270600	WBGene00067045	WBGene00133980	ddi-1	C01G5.6	other	631	302	4
WBGene00015309		WBGene00027880	WBGene00084997			C01G5.7	other	7131	822	2
WBGene00015310	WBGene00194509_WBGene00192388	WBGene00027875_WBGene00087788	WBGene00084993_WBGene00078566	WBGene00125370	fan-1	C01G5.8	other	390	924	4
WBGene00015311	WBGene00144392	WBGene00027879	WBGene00074716	WBGene00125030		C01G5.9	other	472	963	4
WBGene00015312	WBGene00157046_WBGene00149949_WBGene00146787_WBGene00153672	WBGene00033734_WBGene00086796	WBGene00056262	WBGene00136732		C01G8.1	other	484	249	4
WBGene00015313		WBGene00033300	WBGene00060032		hpo-32	C01G8.6	other	594	300	2
WBGene00015315	WBGene00139168_WBGene00157422_WBGene00154998				srbc-29	C02A12.2	other	987	502	1
WBGene00015317	WBGene00157745	WBGene00028634_WBGene00028740_WBGene00028741_WBGene00028852_WBGene00028853	WBGene00057834		srbc-32	C02A12.5	other	2327	336	3
WBGene00015318	WBGene00157745	WBGene00028853_WBGene00028634_WBGene00028740_WBGene00028741_WBGene00028852	WBGene00057834		srbc-36	C02A12.6	other	3116	399	3
WBGene00015321			WBGene00071167		fbxc-38	C02B8.2	other	3562	403	1
WBGene00015322	WBGene00148476_WBGene00158646_WBGene00151462_WBGene00143872_WBGene00151993_WBGene00155191	WBGene00036876	WBGene00052949	WBGene00134378_WBGene00130609_WBGene00210797		C02B8.3	other	1702	59	4
WBGene00015323	WBGene00151590_WBGene00142220_WBGene00161669	WBGene00036708	WBGene00051199_WBGene00065546	WBGene00120201	frpr-1	C02B8.5	neuronal	3511	4424	4
WBGene00015324	WBGene00149970	WBGene00027729_WBGene00027728	WBGene00058785_WBGene00058786	WBGene00131663		C02B8.6	other	1401	1365	4
WBGene00015325	WBGene00143872_WBGene00148476_WBGene00151462_WBGene00151993_WBGene00155191_WBGene00158646			WBGene00130609_WBGene00134378_WBGene00210797		C02B8.7	other	1566	0	2
WBGene00015326	WBGene00143002_WBGene00144150	WBGene00039091	WBGene00074580_WBGene00064021	WBGene00206616_WBGene00138704	ivd-1	C02B10.1	other	1408	551	4
WBGene00015327	WBGene00141809_WBGene00164563	WBGene00039092	WBGene00064022_WBGene00074581	WBGene00132304	snpn-1	C02B10.2	other	552	87	4
WBGene00015328	WBGene00159009_WBGene00163418	WBGene00039094_WBGene00039099	WBGene00064024_WBGene00073880	WBGene00120687_WBGene00124489		C02B10.3	other	8568	9020	4
WBGene00015329	WBGene00143218_WBGene00271729	WBGene00039093	WBGene00064023_WBGene00079227	WBGene00126634		C02B10.4	other	555	340	4
WBGene00015330	WBGene00163738_WBGene00164590	WBGene00039090	WBGene00064019_WBGene00074578	WBGene00126047		C02B10.5	other	163	947	4
WBGene00015331	WBGene00148941_WBGene00139979_WBGene00147544_WBGene00142005_WBGene00194069	WBGene00033986_WBGene00042736	WBGene00056353	WBGene00133734_WBGene00132387	CELE_C02B10.6	C02B10.6	other	1069	102	4
WBGene00015332	WBGene00194162	WBGene00033244_WBGene00033245	WBGene00071540	WBGene00126152_WBGene00208251	tyr-1	C02C2.1	other	5054	1270	4
WBGene00015333	WBGene00190769	WBGene00023774_WBGene00033225_WBGene00033224	WBGene00064066	WBGene00135023	slc-17.3	C02C2.4	neuronal	1377	882	4
WBGene00015334	WBGene00191391	WBGene00033243	WBGene00071541	WBGene00130949_WBGene00217377_WBGene00212815	sup-18	C02C2.5	other	2273	596	4
WBGene00015335	WBGene00145913	WBGene00037591	WBGene00061807	WBGene00122038	acdh-6	C02D5.1	other	1990	561	4
WBGene00015336	WBGene00140315_WBGene00140884_WBGene00195206	WBGene00037590	WBGene00061808_WBGene00053522_WBGene00064965	WBGene00128486_WBGene00133164		C02D5.2	other	1513	674	4
WBGene00015337	WBGene00151112	WBGene00037589	WBGene00061809	WBGene00207330_WBGene00179684	gsto-2	C02D5.3	other	956	121	4
WBGene00015338	WBGene00161698_WBGene00192788_WBGene00194246	WBGene00032496_WBGene00038829	WBGene00052988_WBGene00059520	WBGene00135874_WBGene00119554	catp-2	C02E7.1	other	1710	1106	4
WBGene00015339	WBGene00141507_WBGene00143377_WBGene00146174	WBGene00030585_WBGene00030584_WBGene00030272	WBGene00057968_WBGene00057967_WBGene00057966	WBGene00125995		C02E7.6	other	656	56	4
WBGene00015340	WBGene00153546_WBGene00141507	WBGene00030585_WBGene00030584	WBGene00057968_WBGene00057967_WBGene00057966			C02E7.7	other	650	131	3
WBGene00015342		WBGene00024513				C02E7.10	other	1678	192	1
WBGene00015344	WBGene00194438	WBGene00037402	WBGene00062134	WBGene00126905_WBGene00119953_WBGene00214021	nra-4	C02E11.1	HSN	1548	2253	4
WBGene00015345	WBGene00152213	WBGene00042810	WBGene00054756	WBGene00211615		C02F5.2	other	124	139	4
WBGene00015346	WBGene00162406	WBGene00042813	WBGene00054758	WBGene00128357		C02F5.3	other	96	146	4
WBGene00015347	WBGene00156502	WBGene00042814	WBGene00054759	WBGene00119756_WBGene00217051	cids-1	C02F5.4	other	352	232	4
WBGene00015348	WBGene00151992	WBGene00041949	WBGene00054764	WBGene00134025		C02F5.5	other	668	124	4
WBGene00015349	WBGene00159432	WBGene00036538	WBGene00054766	WBGene00207928_WBGene00216184	henn-1	C02F5.6	other	1299	435	4
WBGene00015350	WBGene00142598	WBGene00036539	WBGene00054767	WBGene00124114	fbxl-1	C02F5.7	other	2222	2216	4
WBGene00015351		WBGene00042811	WBGene00054757	WBGene00211615		C02F5.10	other	146	253	3
WBGene00015352	WBGene00149900	WBGene00025914	WBGene00085194	WBGene00135312_WBGene00184369		C02F5.12	other	252	783	4
WBGene00015353	WBGene00160845	WBGene00042812	WBGene00085199	WBGene00129472		C02F5.13	other	92	670	4
WBGene00015354	WBGene00162006	WBGene00034817	WBGene00051939	WBGene00138014	snet-1	C02F12.3	neuronal	1502	146	4
WBGene00015355	WBGene00152797	WBGene00034818	WBGene00051938	WBGene00122839		C02F12.5	other	373	1034	4
WBGene00015356	WBGene00159921	WBGene00034825	WBGene00051933	WBGene00137680	tag-278	C02F12.7	other	998	1288	4
WBGene00015357	WBGene00163621	WBGene00034826	WBGene00051932	WBGene00137100		C02F12.8	other	3669	840	4
WBGene00015358		WBGene00034828	WBGene00051931	WBGene00215348		C02F12.9	other	3691	3104	3
WBGene00015360	WBGene00155264	WBGene00030925	WBGene00058877	WBGene00127059		C02G6.2	other	4131	380	4
WBGene00015361	WBGene00138770_WBGene00147412_WBGene00140984	WBGene00038483	WBGene00068643_WBGene00068644_WBGene00055807_WBGene00055746	WBGene00207124_WBGene00129391_WBGene00210127_WBGene00130148		C02H6.1	other	657	477	4
WBGene00015362		WBGene00023954_WBGene00033413_WBGene00035626_WBGene00037960_WBGene00041155_WBGene00041890	WBGene00065812_WBGene00065814	WBGene00122765	fbxa-105	C02H6.2	other	1524	436	3
WBGene00015364		WBGene00029982	WBGene00060242	WBGene00126073	npr-19	C02H7.2	neuronal	15538	3078	3
WBGene00015367	WBGene00151105_WBGene00158341	WBGene00030441	WBGene00052724	WBGene00124297	srt-64	C03A7.9	other	1241	351	4
WBGene00015368	WBGene00158341_WBGene00151105_WBGene00193608_WBGene00219518	WBGene00030441	WBGene00052724	WBGene00124297	srt-65	C03A7.10	other	2113	1076	4
WBGene00015369	WBGene00190015	WBGene00030443	WBGene00052726	WBGene00121798_WBGene00135994	ugt-51	C03A7.11	other	1081	574	4
WBGene00015371	WBGene00193281_WBGene00164318_WBGene00190015	WBGene00030443	WBGene00052726	WBGene00207983		C03A7.13	other	463	11652	4
WBGene00015372	WBGene00155885_WBGene00145945_WBGene00149132_WBGene00149062		WBGene00051517_WBGene00051516			C03B1.1	other	1593	59	2
WBGene00015373	WBGene00159572_WBGene00164331	WBGene00027602	WBGene00051518			C03B1.2	other	782	4701	3
WBGene00015375	WBGene00145017_WBGene00139262	WBGene00027601_WBGene00027600	WBGene00077876_WBGene00077868			C03B1.4	other	3737	460	3
WBGene00015376	WBGene00164800_WBGene00141469_WBGene00146495_WBGene00149544_WBGene00149712_WBGene00141144_WBGene00144689_WBGene00140154_WBGene00146698_WBGene00155860_WBGene00156731_WBGene00153238_WBGene00138820_WBGene00148981_WBGene00158102_WBGene00143174	WBGene00089173	WBGene00062179_WBGene00079866_WBGene00051521_WBGene00072882_WBGene00070985_WBGene00070981_WBGene00070983_WBGene00071701_WBGene00071702_WBGene00064686_WBGene00066917_WBGene00074294_WBGene00083834_WBGene00063299_WBGene00070658_WBGene00060749_WBGene00060750_WBGene00066137	WBGene00128870		C03B1.5	other	3771	790	4
WBGene00015377		WBGene00027599	WBGene00051522	WBGene00121760		C03B1.6	other	3073	802	3
WBGene00015378	WBGene00148208	WBGene00027597	WBGene00051525			C03B1.7	other	3799	1267	3
WBGene00015379	WBGene00157183	WBGene00027598	WBGene00051523			C03B1.9	other	3073	137	3
WBGene00015380						C03B1.10	other	1510	0	0
WBGene00015381	WBGene00159492	WBGene00027596	WBGene00051526	WBGene00128096	CELE_C03B1.13	C03B1.13	other	3799	1173	4
WBGene00015382	WBGene00163266	WBGene00035632_WBGene00042712	WBGene00064442_WBGene00077369_WBGene00077358	WBGene00120882		C03B1.14	other	3749	509	4
WBGene00015386	WBGene00192179	WBGene00087462	WBGene00066781	WBGene00131421		C03B8.3	other	2875	4010	4
WBGene00015387	WBGene00194001_WBGene00191875_WBGene00192113	WBGene00035100	WBGene00051682_WBGene00057066	WBGene00122867_WBGene00136064	kcnl-3	C03F11.1	neuronal	538	5884	4
WBGene00015388	WBGene00159570	WBGene00035101	WBGene00051681	WBGene00123293		C03F11.2	other	86	1507	4
WBGene00015389	WBGene00154944	WBGene00035102	WBGene00051680	WBGene00133306	scav-1	C03F11.3	other	866	1117	4
WBGene00015390		WBGene00035103	WBGene00077869			C03F11.4	other	89	3371	2
WBGene00015391	WBGene00155162	WBGene00033696_WBGene00041269	WBGene00065521	WBGene00178392	sdha-1	C03G5.1	other	435	865	4
WBGene00015392	WBGene00162736_WBGene00162555_WBGene00156590_WBGene00152990_WBGene00147428_WBGene00154198_WBGene00140710_WBGene00162919_WBGene00146695_WBGene00160374_WBGene00139532_WBGene00161103_WBGene00140050_WBGene00191316_WBGene00152657_WBGene00150855_WBGene00147102_WBGene00147254_WBGene00192361_WBGene00162086	WBGene00031957_WBGene00031956_WBGene00031948_WBGene00031952_WBGene00034676_WBGene00034930_WBGene00034931_WBGene00034677_WBGene00035717_WBGene00035718_WBGene00031951_WBGene00024390_WBGene00024391_WBGene00024405_WBGene00031949	WBGene00065517_WBGene00065247_WBGene00058719_WBGene00052474_WBGene00061505_WBGene00061508_WBGene00061506_WBGene00068576_WBGene00069711_WBGene00068583_WBGene00068582_WBGene00069710_WBGene00068573_WBGene00068575_WBGene00074111_WBGene00069716_WBGene00065520_WBGene00065246_WBGene00065516_WBGene00052478_WBGene00052479_WBGene00061507_WBGene00085521_WBGene00085343_WBGene00078282_WBGene00078281_WBGene00080546	WBGene00176737_WBGene00216908_WBGene00134450	nspc-7	C03G5.2	other	390	46	4
WBGene00015393	WBGene00143083_WBGene00159102_WBGene00164737	WBGene00024112	WBGene00053178_WBGene00068440	WBGene00121631_WBGene00134184		C03G6.5	other	1049	126	4
WBGene00015394	WBGene00148825_WBGene00194369	WBGene00033751	WBGene00056280			C03G6.6	other	666	508	3
WBGene00015395	WBGene00190479_WBGene00162134	WBGene00024524	WBGene00052777		nhr-147	C03G6.8	other	1427	352	3
WBGene00015396	WBGene00190479_WBGene00162134	WBGene00024524	WBGene00052777_WBGene00058938		nhr-148	C03G6.10	other	703	496	3
WBGene00015397	WBGene00190479_WBGene00162134	WBGene00024524	WBGene00052777_WBGene00052778		nhr-149	C03G6.12	other	1239	237	3
WBGene00015398	WBGene00149416	WBGene00024652	WBGene00056786	WBGene00131828_WBGene00131117	tag-293	C03G6.13	other	532	131	4
WBGene00015399	WBGene00141681_WBGene00194333	WBGene00024634	WBGene00056778		cyp-35A1	C03G6.14	other	555	299	3
WBGene00015400	WBGene00141681_WBGene00194333	WBGene00024635_WBGene00024637_WBGene00024643_WBGene00024634	WBGene00056778		cyp-35A2	C03G6.15	other	1078	276	3
WBGene00015401	WBGene00141585_WBGene00194796	WBGene00088306	WBGene00053062		srsx-24	C03G6.16	other	260	676	3
WBGene00015402	WBGene00149642_WBGene00144297_WBGene00161067	WBGene00024564	WBGene00056713	WBGene00127146		C03G6.17	other	3181	287	4
WBGene00015403	WBGene00147306_WBGene00155182_WBGene00151253_WBGene00157194			WBGene00125130	clec-10	C03H5.1	other	3260	191	2
WBGene00015404	WBGene00159540	WBGene00029145	WBGene00070905	WBGene00127200	nstp-4	C03H5.2	other	892	2677	4
WBGene00015405	WBGene00161122	WBGene00029144	WBGene00070904	WBGene00134942		C03H5.3	other	880	719	4
WBGene00015406			WBGene00064697			C03H5.4	other	7694	91	1
WBGene00015407	WBGene00138753	WBGene00029143	WBGene00064698			C03H5.5	other	779	1330	3
WBGene00015408	WBGene00149669	WBGene00029249	WBGene00064185	WBGene00181314		C03H5.6	other	452	1325	4
WBGene00015409	WBGene00164713_WBGene00194577	WBGene00034454	WBGene00069446_WBGene00081653	WBGene00130362		C03H5.7	other	226	509	4
WBGene00015410	WBGene00144174_WBGene00154654	WBGene00032331	WBGene00054185_WBGene00080642	WBGene00133807_WBGene00120446	tbc-6	C04A2.1	other	151	2060	4
WBGene00015411	WBGene00149091_WBGene00160536_WBGene00161998_WBGene00149899_WBGene00142083	WBGene00036021_WBGene00036022_WBGene00038040_WBGene00038041_WBGene00041125_WBGene00042273	WBGene00074939_WBGene00078279_WBGene00078255_WBGene00078261_WBGene00083822_WBGene00070090	WBGene00216753	srz-60	C04C3.1	other	399	446	4
WBGene00015412	WBGene00194428	WBGene00039930	WBGene00071941	WBGene00138161	lgc-9	C04C3.2	GABAergic	11784	2025	4
WBGene00015413	WBGene00161847	WBGene00039931	WBGene00072311	WBGene00127079	pdhb-1	C04C3.3	other	564	2939	4
WBGene00015416	WBGene00193534	WBGene00039933	WBGene00072307	WBGene00122202		C04C3.6	neuronal	5526	1760	4
WBGene00015417	WBGene00153726	WBGene00031790	WBGene00075180_WBGene00067628_WBGene00081739	WBGene00180135_WBGene00179016		C04C3.7	other	2831	85	4
WBGene00015418	WBGene00156279	WBGene00037598	WBGene00061815	WBGene00120244	pac-1	C04D8.1	RIA	2780	19272	4
WBGene00015419	WBGene00190352	WBGene00030898	WBGene00058849	WBGene00127265	srsx-18	C04E6.2	other	2709	820	4
WBGene00015421	WBGene00191815	WBGene00033376	WBGene00059948			C04E6.4	other	1055	772	3
WBGene00015422	WBGene00157459_WBGene00191864	WBGene00025300	WBGene00059865	WBGene00121904		C04E6.5	other	77	1077	4
WBGene00015423	WBGene00193777	WBGene00030906	WBGene00058857	WBGene00218545_WBGene00131761		C04E6.7	other	9510	803	4
WBGene00015424		WBGene00030907	WBGene00058858	WBGene00126163_WBGene00219124		C04E6.8	other	9507	720	3
WBGene00015425	WBGene00193821	WBGene00030900	WBGene00058851	WBGene00179922_WBGene00208270_WBGene00212587		C04E6.11	other	251	596	4
WBGene00015426		WBGene00030899	WBGene00058850_WBGene00058899	WBGene00138416		C04E6.12	other	2782	828	3
WBGene00015427	WBGene00140461	WBGene00030901	WBGene00058852	WBGene00137233		C04E6.13	other	3145	667	4
WBGene00015428			WBGene00081703_WBGene00081730			C04E7.1	other	287	1281	1
WBGene00015429		WBGene00041302_WBGene00030041	WBGene00060308	WBGene00133045	sor-3	C04E7.2	other	7330	2506	3
WBGene00015431		WBGene00030027_WBGene00042882	WBGene00060309			C04E7.4	other	2894	4411	2
WBGene00015433	WBGene00163153	WBGene00024115	WBGene00053176	WBGene00121631		C04E12.2	other	822	97	4
WBGene00015435				WBGene00125751		C04E12.5	other	1449	996	1
WBGene00015437				WBGene00128147_WBGene00177783	scrm-3	C04E12.7	GABAergic	1373	458	1
WBGene00015438	WBGene00191758_WBGene00164119_WBGene00192356_WBGene00193134_WBGene00193276_WBGene00194270		WBGene00057853_WBGene00067965_WBGene00067967_WBGene00082466_WBGene00085762_WBGene00085768_WBGene00085777	WBGene00126242	srbc-2	C04E12.9	other	16470	1635	3
WBGene00015442	WBGene00148825_WBGene00194369	WBGene00033751	WBGene00056280			C04F1.1	other	525	1957	3
WBGene00015444	WBGene00159480	WBGene00030423	WBGene00052706	WBGene00120185_WBGene00138676		C04F5.2	other	872	2023	4
WBGene00015446	WBGene00219526	WBGene00030427	WBGene00084245		srab-1	C04F5.4	neuronal	924	994	3
WBGene00015447	WBGene00219526	WBGene00030427	WBGene00084245		srab-2	C04F5.5	other	729	964	3
WBGene00015448		WBGene00030425_WBGene00030428	WBGene00084182		srab-3	C04F5.6	other	323	1026	2
WBGene00015449	WBGene00192346_WBGene00155046	WBGene00030430_WBGene00028586	WBGene00052709	WBGene00178633	ugt-63	C04F5.7	other	751	1051	4
WBGene00015450	WBGene00160196_WBGene00144995	WBGene00030429	WBGene00052708	WBGene00176490_WBGene00126468		C04F5.8	other	995	1136	4
WBGene00015451	WBGene00144009	WBGene00030431	WBGene00052710	WBGene00125616_WBGene00212353		C04F5.9	other	782	2765	4
WBGene00015453	WBGene00145781	WBGene00025396_WBGene00087067_WBGene00270464		WBGene00216205		C04G6.2	other	1556	387	3
WBGene00015454	WBGene00157164_WBGene00149324	WBGene00025392	WBGene00057441	WBGene00215885		C04G6.4	other	414	469	4
WBGene00015455		WBGene00025394_WBGene00271001				C04G6.5	other	245	59	1
WBGene00015457	WBGene00153329_WBGene00164881_WBGene00159971_WBGene00158296_WBGene00145859_WBGene00145354_WBGene00157506_WBGene00146714	WBGene00025398_WBGene00025389	WBGene00057437_WBGene00076319_WBGene00053402_WBGene00053404_WBGene00053401_WBGene00053322_WBGene00080239	WBGene00121212_WBGene00120372_WBGene00121676_WBGene00126145_WBGene00217394		C04G6.7	other	200	778	4
WBGene00015458	WBGene00146714_WBGene00157506_WBGene00152412_WBGene00154380	WBGene00025398_WBGene00026008_WBGene00025396	WBGene00080239_WBGene00053401_WBGene00080245	WBGene00121676_WBGene00120372_WBGene00122836_WBGene00131342_WBGene00137030_WBGene00121212		C04G6.10	other	196	89	4
WBGene00015460	WBGene00149312_WBGene00145377_WBGene00190219_WBGene00152821	WBGene00088584	WBGene00068009_WBGene00076504_WBGene00084346_WBGene00066481	WBGene00120478_WBGene00184269_WBGene00123688		C05C8.1	other	112	923	4
WBGene00015461	WBGene00149290_WBGene00150688	WBGene00038382_WBGene00038386	WBGene00068004_WBGene00075275	WBGene00122528		C05C8.2	other	341	307	4
WBGene00015462	WBGene00155834_WBGene00194191	WBGene00038387_WBGene00088583	WBGene00068005	WBGene00210857		C05C8.5	other	108	292	4
WBGene00015463	WBGene00159088_WBGene00146477	WBGene00038383_WBGene00038388	WBGene00068007_WBGene00078186	WBGene00123382_WBGene00213452	hpo-9	C05C8.6	other	254	362	4
WBGene00015464	WBGene00161968_WBGene00191080	WBGene00038390	WBGene00068010_WBGene00073934_WBGene00079213	WBGene00126890	phi-49	C05C8.7	other	5307	2188	4
WBGene00015465	WBGene00152163		WBGene00063644	WBGene00123625_WBGene00127144_WBGene00129384_WBGene00211452_WBGene00213318		C05C8.8	other	4107	1513	3
WBGene00015466	WBGene00157616	WBGene00038384_WBGene00038389	WBGene00068008	WBGene00121107_WBGene00216053	hyls-1	C05C8.9	other	427	1111	4
WBGene00015467	WBGene00151479	WBGene00030647	WBGene00055635	WBGene00119653_WBGene00121481	basl-1	C05D2.3	neuronal	271	713	4
WBGene00015468	WBGene00146589	WBGene00030651	WBGene00055639	WBGene00207997_WBGene00132377_WBGene00216376	madf-11	C05D2.6	other	1029	1277	4
WBGene00015469	WBGene00151172	WBGene00030649	WBGene00055637	WBGene00181512		C05D2.8	other	1929	1490	4
WBGene00015470	WBGene00147898	WBGene00030652	WBGene00055640	WBGene00182014_WBGene00122435		C05D2.10	other	341	474	4
WBGene00015471	WBGene00138983_WBGene00143352	WBGene00026870	WBGene00060158_WBGene00051515	WBGene00121552_WBGene00120423	lmp-2	C05D9.2	other	49	1616	4
WBGene00015472	WBGene00159459	WBGene00026868	WBGene00060155	WBGene00121120		C05D9.3	other	1805	3273	4
WBGene00015473		WBGene00026867	WBGene00081686			C05D9.4	other	1819	1480	2
WBGene00015474	WBGene00153376	WBGene00026869	WBGene00060156			C05D9.7	other	3024	1301	3
WBGene00015476	WBGene00151319	WBGene00034473	WBGene00060157	WBGene00127760		C05D9.9	other	1020	1117	4
WBGene00015477	WBGene00190865_WBGene00193625	WBGene00039999	WBGene00055381	WBGene00133377	attf-4	C05D10.1	other	8499	2265	4
WBGene00015478	WBGene00143427	WBGene00039998	WBGene00055380	WBGene00122901_WBGene00209762	mapk-15	C05D10.2	other	9446	2480	4
WBGene00015479	WBGene00150011	WBGene00039997	WBGene00055382	WBGene00136003	wht-1	C05D10.3	other	163	982	4
WBGene00015480	WBGene00143659	WBGene00039954	WBGene00055401	WBGene00121047_WBGene00123716_WBGene00215859		C05D10.4	other	11740	12042	4
WBGene00015481	WBGene00157010_WBGene00145531	WBGene00038847	WBGene00055485	WBGene00137375_WBGene00207621		C05D11.1	other	115	243	4
WBGene00015483	WBGene00155940	WBGene00038839	WBGene00055476	WBGene00126360		C05D11.5	other	758	600	4
WBGene00015484	WBGene00155244	WBGene00038841	WBGene00055479	WBGene00133476_WBGene00124422	atgl-1	C05D11.7	other	2100	3145	4
WBGene00015485	WBGene00149864	WBGene00038842	WBGene00055480	WBGene00129885_WBGene00124284_WBGene00207810_WBGene00210101_WBGene00213247_WBGene00215633		C05D11.8	other	223	2225	4
WBGene00015486	WBGene00151061	WBGene00038843	WBGene00055481	WBGene00135464_WBGene00218780		C05D11.9	other	251	1000	4
WBGene00015487	WBGene00151144	WBGene00038844	WBGene00055482	WBGene00123006	mrps-17	C05D11.10	other	385	157	4
WBGene00015488	WBGene00143944	WBGene00038849_WBGene00029251	WBGene00055487	WBGene00122857		C05D11.13	other	721	44	4
WBGene00015489	WBGene00150980	WBGene00024292	WBGene00071653	WBGene00119457_WBGene00133824		C05E4.7	other	3249	715	4
WBGene00015492	WBGene00157125	WBGene00034972	WBGene00051810	WBGene00121335	lnp-1	C05E11.1	other	774	394	4
WBGene00015493	WBGene00142133	WBGene00034971	WBGene00077860			C05E11.2	other	1237	633	3
WBGene00015494	WBGene00193760	WBGene00034969	WBGene00051812	WBGene00132641		C05E11.3	other	4334	2117	4
WBGene00015495	WBGene00158702	WBGene00034966_WBGene00034964	WBGene00051814	WBGene00211586		C05E11.6	other	2790	184	4
